<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,5,20210310,131500,1474.0000000,1475.0000000,1467.8000000,1468.8000000,21320
NVTK,5,20210310,132000,1468.4000000,1474.8000000,1468.4000000,1473.8000000,25271
NVTK,5,20210310,132500,1473.8000000,1476.0000000,1473.2000000,1474.4000000,7211
NVTK,5,20210310,133000,1474.0000000,1475.6000000,1472.4000000,1473.6000000,4352
NVTK,5,20210310,133500,1472.4000000,1473.2000000,1469.8000000,1472.4000000,10858
NVTK,5,20210310,134000,1472.4000000,1473.2000000,1470.8000000,1471.6000000,7593
NVTK,5,20210310,134500,1471.6000000,1473.2000000,1471.4000000,1472.0000000,6526
NVTK,5,20210310,135000,1472.0000000,1477.6000000,1470.6000000,1477.6000000,31273
NVTK,5,20210310,135500,1477.8000000,1479.0000000,1474.6000000,1475.8000000,11192
NVTK,5,20210310,140000,1475.8000000,1477.4000000,1474.6000000,1476.4000000,10135
NVTK,5,20210310,140500,1476.8000000,1477.8000000,1476.2000000,1477.8000000,9030
NVTK,5,20210310,141000,1477.8000000,1482.2000000,1477.2000000,1478.0000000,45725
NVTK,5,20210310,141500,1477.8000000,1477.8000000,1475.0000000,1476.0000000,6857
NVTK,5,20210310,142000,1476.0000000,1480.0000000,1475.4000000,1479.8000000,12529
NVTK,5,20210310,142500,1480.0000000,1480.2000000,1478.0000000,1478.4000000,5823
NVTK,5,20210310,143000,1479.2000000,1479.2000000,1475.4000000,1475.4000000,7826
NVTK,5,20210310,143500,1475.2000000,1476.8000000,1470.4000000,1470.4000000,12178
NVTK,5,20210310,144000,1470.4000000,1471.8000000,1467.0000000,1471.0000000,17465
NVTK,5,20210310,144500,1471.0000000,1472.8000000,1468.2000000,1468.2000000,11702
NVTK,5,20210310,145000,1468.0000000,1468.4000000,1466.2000000,1466.2000000,15627
NVTK,5,20210310,145500,1467.0000000,1472.0000000,1466.4000000,1470.0000000,35701
NVTK,5,20210310,150000,1470.0000000,1475.8000000,1470.0000000,1475.2000000,10683
NVTK,5,20210310,150500,1474.8000000,1476.2000000,1474.2000000,1474.2000000,5328
NVTK,5,20210310,151000,1474.8000000,1476.4000000,1471.2000000,1474.4000000,24043
NVTK,5,20210310,151500,1474.4000000,1479.4000000,1474.0000000,1479.2000000,13830
NVTK,5,20210310,152000,1479.2000000,1480.2000000,1477.4000000,1479.4000000,13516
NVTK,5,20210310,152500,1479.4000000,1479.8000000,1475.4000000,1475.4000000,10470
NVTK,5,20210310,153000,1477.2000000,1478.0000000,1476.0000000,1476.2000000,3527
NVTK,5,20210310,153500,1476.2000000,1476.8000000,1473.6000000,1475.4000000,8988
NVTK,5,20210310,154000,1476.0000000,1476.0000000,1474.0000000,1475.4000000,5020
NVTK,5,20210310,154500,1475.4000000,1475.6000000,1471.8000000,1472.6000000,5468
NVTK,5,20210310,155000,1473.2000000,1473.8000000,1472.4000000,1473.8000000,2620
NVTK,5,20210310,155500,1474.0000000,1475.8000000,1473.4000000,1475.0000000,3874
NVTK,5,20210310,160000,1475.6000000,1478.2000000,1474.8000000,1478.0000000,7559
NVTK,5,20210310,160500,1478.0000000,1479.0000000,1476.8000000,1477.4000000,4739
NVTK,5,20210310,161000,1478.2000000,1479.0000000,1477.0000000,1478.0000000,5845
